sgRNA,Gene,DLD1-Cont2_P10.initial,DLD1-Cont2_P10.final
RPS6KA1_PKc_E8_38,RPS6KA1,2430,1289
ANAPC7_1800.72,ANAPC7,1798,921
MIB1_3021.38,MIB1,1392,1089
FBXO31_1620.38,FBXO31,1284,772
BRD1_BD_e6_237.10,BRD1,1612,926
MATK_PKc_E13_87,MATK,704,361
ZNF446_E7_69.6,ZNF446,1606,687
ACE_3921.503,ACE,1064,588
FBXL5_2076.131,FBXL5,714,409
MAFA_E1_273.32,MAFA,1692,863
HES5_E2_159.5,HES5,628,344
PARK2_1398.83,PARK2,952,338
DCUN1D2_780.44,DCUN1D2,1138,411
ANAPC2_2469.218,ANAPC2,202,105
BARX2_E3_85.0,BARX2,1934,943
PHF20L1_tudor90135_E1_858.64,PHF20L1,1952,905
PRSS53_1662.261,PRSS53,2094,1043
ZNF101_E4_495.4,ZNF101,2004,789
EGR1_E2_75.0,EGR1,402,282
IHH_1236.199,IHH,2482,1435
THOP1_2070.304,THOP1,1046,521
MYF5_E1_171.0,MYF5,1028,629
EBF4_E3_157.2,EBF4,1194,486
ZIK1_E4_666.76,ZIK1,1802,856
IRF5_E3_171.19,IRF5,742,401
ZBTB5_BTB14121_E1_2034.4,ZBTB5,1232,817
PLAGL1_E7_67.2,PLAGL1,1768,1012
ZNF423_E4_1206.100,ZNF423,3308,1974
ZNF423_E4_1206.108,ZNF423,1396,832
ZNF699_E5_1254.94,ZNF699,644,321
CLK1_PKc_E4_40,CLK1,726,532
FBXO32_4,FBXO32,686,504
CDKL2_PKc_E7_66.4,CDKL2,758,301
TYK2_PKc_E16_136.3,TYK2,1376,660
FBXL8_1125.47,FBXL8,1052,570
ZNF556_E4_492.39,ZNF556,2912,1865
ID3_E1_126.3,ID3,820,445
NFKB1_E5_99.3,NFKB1,3988,2369
ZNF780B_E5_1908.155,ZNF780B,2568,1094
CSNK1G1_PKc_E4_70.2,CSNK1G1,1296,482
TBX5_E5_148.16,TBX5,1090,459
SMARCA1_SANT_E21_133.2,SMARCA1,1092,583
TMEM129_1089.172,TMEM129,1224,629
DESI2_585.46,DESI2,1810,883
CASP6_882.75,CASP6,1812,871
ZNF792_E4_750.54,ZNF792,1376,501
CDC7_PKc_E4_136.1,CDC7,1140,590
ARX_E2_89.6,ARX,1376,766
TPSG1_966.72,TPSG1,116,22
STK38L_PKc_E5_84,STK38L,736,285
KLF7_E3_124.2,KLF7,1560,700
IRF6_E4_171.16,IRF6,726,449
BRDT_BD1_e3_138.1,BRDT,1892,606
ESPL1_6363.595,ESPL1,1258,821
FBXW8_13,FBXW8,808,528
FBXO27_852.20,FBXO27,316,133
RNF165_1041.58,RNF165,1398,504
MAP3K7_PKc_E5_139.1,MAP3K7,886,422
C9orf3_2460.101,C9orf3,3122,1440
SPSB3_1068.122,SPSB3,828,615
AHRR_E3_126.0,AHRR,782,514
ATAD2_BD_e23_86.2,ATAD2,1894,866
TRIM33_3384.348,TRIM33,836,529
LIN28A_E2_105.18,LIN28A,642,202
CCDC79_SANT_E19_144.13,CCDC79,422,137
GSC_E2_135.6,GSC,954,281
HMX3_E2_174.2,HMX3,754,438
PRDM5_E15_105.2,PRDM5,820,464
IKZF4_E5_131.19,IKZF4,3104,1308
CPM_1332.125,CPM,1386,800
JMJD4_E4_268.37,JMJD4,1812,1278
NPEPPS_2760.21,NPEPPS,1282,478
ZNF275_E4_237.25,ZNF275,3274,1794
KMT2B_Phd1_E12_105.14,KMT2B,2428,1258
RNF217_1629.156,RNF217,1268,724
IMMP2L_528.55,IMMP2L,1284,341
ASB3_1557.129,ASB3,1558,1168
GON4L_SANT_E32_91.3,GON4L,848,632
CCNF_2361.333,CCNF,1168,472
CARM1_e5_111.6,CARM1,1338,945
TULP4_4632.38,TULP4,2758,1599
MAPK7_PKc_E4_754.37,MAPK7,898,547
EPHA2_PKc_E13_210.8,EPHA2,960,569
BPTF_Phd1_E2_129.3,BPTF,1702,1012
RNF31_2766.292,RNF31,1646,933
TRAF2_1506.254,TRAF2,1822,725
SPOPL_BTB190297_E1_1179.39,SPOPL,2040,1060
FOXE3_E1_234.5,FOXE3,998,662
NEK10_PKc_E22_122.2,NEK10,1258,799
DCAF1_9,DCAF1,1236,452
CDKL1_PKc_E3_73.1,CDKL1,1390,1042
ZKSCAN5_E6_427.33,ZKSCAN5,1236,566
ING1_Phd_E2_635.49,ING1,1120,902
UBTF_E12_114.3,UBTF,1032,560
FBXW5_1701.58,FBXW5,1808,1351
TRIM45_1689.263,TRIM45,1318,832
BMP1_2961.6,BMP1,1654,985
MIB1_3021.184,MIB1,1050,443
DPP9_2679.226,DPP9,3082,1675
MEF2C_E3_180.6,MEF2C,2124,1267
ZBTB12_E2_78.0,ZBTB12,2472,1760
L3MBTL2_MBT294390_E1_2118.288,L3MBTL2,802,543
PINK1_PKc_E6_128.9,PINK1,496,565
RNF215_1134.116,RNF215,2812,1398
TFRC_2283.8,TFRC,1038,437
PRDM12_E5_66.2,PRDM12,814,499
KCTD7_BTB53138_E1_870.24,KCTD7,990,631
SFMBT2_MBT384477_E1_2685.81,SFMBT2,614,197
MYPOP_SANT_E2_231.10,MYPOP,1462,722
ZNF140_E5_891.52,ZNF140,1212,488
FANCL_1143.23,FANCL,1568,667
PBRM1_BD2_e8_99.1,PBRM1,1472,535
FBXL22_5,FBXL22,1038,638
CDX4_E2_126.3,CDX4,2520,920
ZNF425_E4_1131.114,ZNF425,650,359
FBXO33_1668.184,FBXO33,370,306
CSNK2A1_PKc_E11_101,CSNK2A1,578,338
TMPRSS12_1047.96,TMPRSS12,364,96
SMARCC1_Chromo_E7_70.1,SMARCC1,1306,604
AIRE_E6_81.5,AIRE,598,390
ZNF248_E6_1053.75,ZNF248,930,647
CBL_2721.403,CBL,446,305
ACVR1B_PKc_E7_157.5,ACVR1B,2116,1263
KCTD15_BTB58145_E1_852.132,KCTD15,1094,928
PYGO2_Phd_E3_162.19,PYGO2,2124,1464
MASTL_PKc2_E12_128.1,MASTL,1666,912
CAD_6678.251,CAD,968,590
KCNC2_BTB10151_E1_1917.248,KCNC2,398,331
TCF21_E1_180.29,TCF21,742,481
FBXO41_2628.567,FBXO41,1170,962
ZBTB17_E8_143.12,ZBTB17,1478,911
HBO1_e13_147.4,HBO1,3012,988
BCR_PKc_E1_1278.9,BCR,414,223
ASCL3_E2_162.13,ASCL3,1078,810
HIVEP3_E4_4482.688,HIVEP3,1734,563
MEF2B_E3_180.1,MEF2B,628,531
CBLC_1425.18,CBLC,1310,420
CDK3_PKc_E7_204.1,CDK3,1644,676
DCAF1_18,DCAF1,546,141
OSR2_E5_129.4,OSR2,2808,1623
FBXW10_6,FBXW10,2066,880
SETDB1_MBD_E13_186.1,SETDB1,1044,408
CDK7_PKc_E7_119.11,CDK7,460,118
ZNF300_E7_1077.59,ZNF300,772,489
SIRT4_e3_210.14,SIRT4,1718,1049
DBP_E4_159.4,DBP,622,291
ZNF689_E3_666.50,ZNF689,536,239
ETV1_E13_102.5,ETV1,1416,559
KCTD4_BTB36123_E1_780.54,KCTD4,1382,595
IMMP1L_501.6,IMMP1L,1534,457
HES2_E2_96.8,HES2,2018,875
EP400_D_e14_86.4,EP400,966,494
GLI4_E4_489.25,GLI4,1022,617
KCTD18_BTB1498_E1_1281.6,KCTD18,748,482
ZNF174_E3_237.2,ZNF174,1590,784
SOX9_E1_122.13,SOX9,1978,1211
TNRC18_tudor21702290_E1_8907.75,TNRC18,1150,671
PRSS41_957.152,PRSS41,1184,701
ZNF32_E3_561.1,ZNF32,1776,690
MMP24_1938.65,MMP24,1208,572
EZH2_SANT_E6_125.10,EZH2,436,165
HNF4G_E3_95.1,HNF4G,2054,1106
FBXL8_1,FBXL8,522,441
NEUROD1_E2_177.0,NEUROD1,668,292
FOSL2_E3_75.6,FOSL2,530,244
ZNF232_E5_324.16,ZNF232,1746,1009
RNF223_750.91,RNF223,1068,957
UBE4B_3909.123,UBE4B,1182,687
RHOBTB2_BTB523615_E1_2250.137,RHOBTB2,2362,1114
RIPK2_PKc_E4_158.7,RIPK2,1430,642
DDB1_3423.257,DDB1,1134,675
AURKA_PKc_E9_149.6,AURKA,1392,768
HERC5_3075.134,HERC5,1954,903
L3MBTL1_MBT493585_E1_2523.3,L3MBTL1,1170,608
TET1_e9_138.1,TET1,1400,864
KDM2B_1,KDM2B,2212,1132
BAP1_2190.17,BAP1,680,291
ZMIZ1_3204.172,ZMIZ1,734,229
ABHD4_1029.119,ABHD4,1342,554
RNF223_750.160,RNF223,770,382
UHRF1_2,UHRF1,1062,605
PML_2649.479,PML,368,222
TWIST2_Ex_176.0,TWIST2,1832,792
HOXB3_E4_177.0,HOXB3,604,558
TBX2_E2_268.36,TBX2,1270,532
KCNG4_BTB61160_E1_1560.33,KCNG4,1444,821
KMT2A_11919.647,KMT2A,1678,850
RFX5_E7_120.2,RFX5,614,365
CDK5_PKc_E7_75.5,CDK5,420,172
MELK_PKc_E7_93.3,MELK,1464,824
MYCBP2_14037.728,MYCBP2,1158,354
FEV_E3_249.3,FEV,436,155
AHR_E2_126.8,AHR,2494,1118
TRIM45_1689.228,TRIM45,1312,886
RAPSN_1239.201,RAPSN,1686,1112
GAK_PKc_E6_126.13,GAK,818,392
FOXH1_E2_105.5,FOXH1,1300,828
DMTF1_SANT_E11_33.0,DMTF1,1048,514
BRSK1_PKc_E5_117.2,BRSK1,1014,432
ZCWPW1_CW256303_E1_1947.244,ZCWPW1,524,248
ASPRV1_1032.58,ASPRV1,1704,894
FBXO2_3,FBXO2,988,671
ZBTB43_BTB23123_E1_1404.151,ZBTB43,1644,719
SPSB1_822.54,SPSB1,2154,1603
DYRK1A_PKc_E7_147.1,DYRK1A,1176,381
ASB1_1008.94,ASB1,1678,520
CREB3L3_E6_92.6,CREB3L3,648,323
KLHL17_BTB82189_E1_1929.25,KLHL17,790,303
RNF180_1779.61,RNF180,1264,714
AMHR2_PKc_E9_148.14,AMHR2,712,305
NR0B2_E1_417.80,NR0B2,1512,563
ZNF524_E2_243.25,ZNF524,594,193
SMURF2_2247.100,SMURF2,930,304
SALL1_E2_2190.322,SALL1,1824,930
BIRC7_897.95,BIRC7,832,825
FOXS1_E1_234.20,FOXS1,1830,1031
FOXR1_E5_151.19,FOXR1,1544,483
HOXA1_E2_168.4,HOXA1,1064,529
UHRF2_Phd_E6_182.6,UHRF2,1036,586
ZBTB20_E5_215.12,ZBTB20,398,257
KALRN_PKc_E58_201,KALRN,2210,934
MAP3K9_PKc_E2_412.34,MAP3K9,1424,681
AIRE_Phd2_E11_104.8,AIRE,298,208
DNAJC2_SANT_E14_101.3,DNAJC2,2970,1403
HELLS_H_e19_117.1,HELLS,1168,644
RFPL4B_792.2,RFPL4B,1074,584
ZBTB4_E4_1267.177,ZBTB4,526,263
F9_1386.84,F9,4142,1898
NEURL2_858.28,NEURL2,476,252
MYT1_E8_135.17,MYT1,914,310
IRX6_E4_180.8,IRX6,960,523
DCAF5_2829.406,DCAF5,738,252
THAP4_E1_68.0,THAP4,2578,1855
KBTBD4_BTB62156_E1_1605.215,KBTBD4,1584,871
ZBTB41_BTB77173_E1_2730.162,ZBTB41,692,349
NAALAD2_2223.68,NAALAD2,2204,1016
PSKH1_PKc_E2_672.73,PSKH1,1462,800
HMX2_E2_174.16,HMX2,554,372
GBX1_E2_177.12,GBX1,1014,794
NTRK1_PKc_E17_144,NTRK1,718,431
PAX4_E3_33.2,PAX4,994,604
TGFBR2_PKc_E7_128.5,TGFBR2,2230,1190
RNF31_2766.368,RNF31,1014,591
SNAPC4_SANT4_E14_68.1,SNAPC4,862,446
MARCH8_876.61,MARCH8,826,461
SFMBT2_MBT48144_E1_2685.25,SFMBT2,966,554
FOXD4L1_E1_234.12,FOXD4L1,1208,495
SPPL3_1155.118,SPPL3,1144,774
ZFP36_E2_195.4,ZFP36,758,405
ZFP36_999.29,ZFP36,758,405
DLX3_E2_132.9,DLX3,520,197
NEK9_PKc_E2_178.5,NEK9,1886,1190
TRIM54_1203.165,TRIM54,2560,1803
ZBTB38_BTB23122_E1_3588.396,ZBTB38,1110,539
ALG13_Tudor_E14_101.3,ALG13,1198,492
HDGF_PWWP40108_E1_771.17,HDGF,1338,749
USP10_2409.182,USP10,814,234
JUN_E1_162.8,JUN,980,590
GMCL1_BTB101207_E1_1548.48,GMCL1,1068,686
SBK3_PKc_E4_525.13,SBK3,1176,729
BTRC_1818.26,BTRC,2920,1467
MAPK7_PKc_E4_754.65,MAPK7,452,439
IKBKE_PKc_E7_161.24,IKBKE,460,201
ZNF236_Ex_310.14,ZNF236,896,416
NFIX_E2_111.11,NFIX,2452,996
TERF2_E10_144.15,TERF2,2576,984
TERF2_SANT_E10_144.15,TERF2,2576,984
PHF20_Phd_E14_87.4,PHF20,2496,1300
ZNF333_E12_972.4,ZNF333,1164,536
DLX6_E2_129.10,DLX6,872,354
EPHA6_PKc_E10_43,EPHA6,1844,830
DDB1_3423.276,DDB1,1106,578
ZNF136_E4_1110.82,ZNF136,876,540
KMT2B_8148.448,KMT2B,1724,1404
DDB1_3423.328,DDB1,1736,788
TRIM6_1551.54,TRIM6,2380,1045
SNAI1_E3_133.4,SNAI1,824,565
L3MBTL1_E18_88.8,L3MBTL1,2218,1165
PSMA5_726.5,PSMA5,2654,1305
HOXB8_E2_177.17,HOXB8,2980,1425
UBE2D1_444.17,UBE2D1,762,462
CCIN_BTB18128_E1_1767.25,CCIN,1054,560
ANAPC11_255.3,ANAPC11,686,477
NSD1_PWWP17541848_E1_8091.705,NSD1,1164,506
BIRC3_1815.63,BIRC3,2952,1723
ZBTB16_E6_168.19,ZBTB16,2210,1082
ZBTB21_E3_873.83,ZBTB21,1434,925
BRWD1_BD1_e31_121.1,BRWD1,3092,1678
HECTD2_2343.65,HECTD2,1332,780
KMT2C_ePhd1_E7_141.2,KMT2C,1110,545
ZNF598_2715.55,ZNF598,1570,796
STKLD1_PKc_E4_75.2,STKLD1,1052,759
VRK1_PKc_E5_88,VRK1,756,444
PRKCB_PKc_E6_157.15,PRKCB,1254,385
MMP2_1983.71,MMP2,1484,742
ZNF496_E9_339.10,ZNF496,2208,1246
MKNK2_PKc_E10_96.5,MKNK2,2888,1522
ONECUT3_E2_177.7,ONECUT3,1742,874
TGFBR2_PKc_E6_142.7,TGFBR2,1874,1839
ANAPC13_225.16,ANAPC13,1682,885
CTSW_1131.17,CTSW,2782,1640
SPPL2B_1779.88,SPPL2B,1076,495
KDM8_e7_159.0,KDM8,1682,1083
BRSK1_PKc_E2_95.4,BRSK1,880,625
IRX3_E2_165.28,IRX3,2302,1351
KCTD14_BTB35119_E1_768.27,KCTD14,814,430
PYGO2_Phd_E3_162.14,PYGO2,1372,592
FBXL19_2085.272,FBXL19,756,388
MTA3_Bah3170_E1_1548.13,MTA3,1746,854
ZSCAN5B_E4_327.34,ZSCAN5B,616,408
TRAF2_1506.143,TRAF2,2516,1080
ZNF648_E2_828.13,ZNF648,998,401
ZNF232_E5_324.24,ZNF232,2062,1026
ZNF407_E6_121.7,ZNF407,2042,767
MAP3K12_PKc_E5_159,MAP3K12,1096,670
NTRK3_PKc_E19_159,NTRK3,2954,1671
PBRM1_BD3_e13_140.2,PBRM1,1926,1066
TCF21_E1_180.0,TCF21,1304,655
RNF115_915.68,RNF115,1922,784
MARCH6_2733.133,MARCH6,1214,720
ZNF205_E7_582.69,ZNF205,1166,436
LNPEP_3078.76,LNPEP,1240,652
CDK1_PKc_E6_164,CDK1,518,322
SCYL2_PKc_E4_145,SCYL2,1594,827
DBX1_E3_123.2,DBX1,770,456
PHF20L1_Phd_E17_93.5,PHF20L1,2116,1127
CPA4_1266.56,CPA4,980,440
KMT2C_Phd4_E19_48.1,KMT2C,706,227
MARCH5_837.70,MARCH5,526,440
KLF14_E1_168.20,KLF14,2126,1175
ZBTB44_BTB21128_E1_1362.7,ZBTB44,1196,469
NUAK1_PKc_E4_66.2,NUAK1,538,229
CAMKK1_PKc_E5_52,CAMKK1,1188,340
MIB2_3213.376,MIB2,2572,1858
TRIM7_1536.10,TRIM7,162,43
RNF123_3945.344,RNF123,888,329
KLHL11_BTB85200_E1_2127.222,KLHL11,496,243
EPHA2_PKc_E13_210.12,EPHA2,1210,590
JUNB_E1_162.12,JUNB,874,741
RNF216_2772.108,RNF216,1450,803
RORB_E3_142.3,RORB,1242,585
USP36_71.2,USP36,1408,616
ABHD12_1215.107,ABHD12,694,302
ZSCAN23_E4_405.28,ZSCAN23,780,307
KLHL24_BTB56163_E1_1803.143,KLHL24,818,419
PRKCB_PKc_E8_46.2,PRKCB,1250,732
KDM5D_Phd2_E25_183.13,KDM5D,934,453
TBCK_PKc_E7_61.1,TBCK,1084,257
KCTD10_BTB34124_E1_942.24,KCTD10,1578,653
TET1_CXXC585624_E1_6411.587,TET1,2740,743
PRPF19_1515.134,PRPF19,1490,589
ASB13_837.130,ASB13,788,562
HDGFL1_PWWP985_E1_756.173,HDGFL1,1990,1100
MARCH9_1041.173,MARCH9,402,224
RNF26_1302.140,RNF26,794,245
MST1R_PKc_E20_94.12,MST1R,910,433
ZNF416_E4_1290.139,ZNF416,1230,857
USP53_3222.12,USP53,900,340
RNF20_2928.71,RNF20,4088,2110
FASTK_PKc_E7_92.8,FASTK,514,140
ZNF594_E2_2052.142,ZNF594,1236,513
ZBTB2_BTB1484_E1_1545.208,ZBTB2,2036,1521
ANAPC5_2268.164,ANAPC5,796,258
ZBTB40_E13_207.21,ZBTB40,832,377
ZNF8_E4_699.90,ZNF8,1782,1183
RNF26_1302.205,RNF26,1516,662
NR3C1_E5_103.2,NR3C1,3272,1372
MAP3K13_PKc_E5_159.6,MAP3K13,404,244
CPO_1125.102,CPO,1636,879
DDB1_3423.254,DDB1,860,558
KIT_PKc_E11_118.5,KIT,3966,1851
ZNF507_E4_118.5,ZNF507,610,359
NKX2_5_E2_159.19,NKX2,592,363
NEUROD4_E2_171.21,NEUROD4,1392,609
TRIM24_BD_e18_150.2,TRIM24,2396,1311
ZNF749_E3_1185.42,ZNF749,2072,1098
LHX4_E4_135.2,LHX4,1174,723
KLHL14_BTB23181_E1_1887.244,KLHL14,980,617
ADAMTS8_2670.136,ADAMTS8,2202,1356
DCAF1_1,DCAF1,582,345
RNF2_1011.67,RNF2,568,269
PRDM16_E8_154.2,PRDM16,1980,1338
SOX1_E1_216.23,SOX1,1480,809
KDM2A_14,KDM2A,1790,1043
ARIH2_1482.44,ARIH2,1704,889
ULK4_PKc_E4_140.4,ULK4,1076,673
SKP2_1275.30,SKP2,1062,503
DPEP1_1236.42,DPEP1,1954,1156
EHF_E8_188.18,EHF,1576,977
ONECUT2_E2_165.5,ONECUT2,1218,591
STRADA_PKc_E6_122.3,STRADA,1062,809
KLK5_882.78,KLK5,448,230
CDC5L_E2_146.4,CDC5L,1248,426
CDC5L_SANT2_E3_142.3,CDC5L,1248,426
BRDT_BD1_e2_121.6,BRDT,2284,1367
TRIM73_7,TRIM73,514,324
GUCY2D_PKc_E10_157.1,GUCY2D,1104,557
KCNG1_BTB65164_E1_1542.252,KCNG1,1782,1061
HTRA3_1362.155,HTRA3,1844,1111
MBD1_CXXC168215_E1_1968.337,MBD1,1484,754
DYRK1A_PKc_E5_148,DYRK1A,1592,776
FBXL22_744.162,FBXL22,1414,896
TBK1_PKc_E2_63.2,TBK1,900,568
ZNF286A_E6_744.29,ZNF286A,1284,470
GSC2_E2_135.2,GSC2,528,246
ZNF517_E5_891.86,ZNF517,880,311
MYOG_E1_177.13,MYOG,1746,1089
IPP_BTB28134_E1_1755.3,IPP,2192,2194
ZNF586_E3_495.10,ZNF586,1582,725
EOMES_E2_155.1,EOMES,3182,2064
SIRT7_e7_210.3,SIRT7,1522,657
BIRC6_14574.765,BIRC6,1110,571
DCAF12L1_1392.187,DCAF12L1,1194,917
RFPL4B_792.14,RFPL4B,612,363
TP53_E5_184.17,TP53,998,280
ZNF628_E3_1746.48,ZNF628,1634,1274
SHKBP1_BTB21107_E1_2124.408,SHKBP1,1258,572
ZKSCAN7_E6_1077.2,ZKSCAN7,1792,699
VENTX_E2_129.3,VENTX,2908,1437
MBD1_CXXC331377_E1_1968.266,MBD1,1222,525
PSMA6_741.26,PSMA6,1620,504
TBX6_E6_63.4,TBX6,1092,468
RNF123_3945.345,RNF123,684,375
CNOT4_2142.6,CNOT4,2424,1153
FBXW5_1701.22,FBXW5,1430,584
HPN_1254.93,HPN,1520,599
EPHX1_1368.69,EPHX1,496,150
ZBTB7A_E3_169.10,ZBTB7A,922,412
E2F7_E7_113.2,E2F7,1230,499
NFAT5_E7_191.13,NFAT5,274,47
TRIM66_BD_e17_75.1,TRIM66,1370,878
SCYL3_PKc_E2_141,SCYL3,754,512
PHF21B_Phd_E10_129.21,PHF21B,690,310
ZNF706_E4_48.1,ZNF706,2082,1067
JAK2_PKc_E16_139.4,JAK2,1200,542
FOXR2_E1_246.5,FOXR2,1280,498
FBXL19_2085.23,FBXL19,768,473
NRK_PKc_E8_131.1,NRK,2046,1403
NFIX_E8_176.20,NFIX,812,283
SOCS7_1746.186,SOCS7,1186,470
CELA2A_810.25,CELA2A,646,337
ZBTB43_E3_216.20,ZBTB43,1640,936
KCTD13_BTB43133_E1_990.34,KCTD13,838,443
ZNF703_E2_91.10,ZNF703,2102,1055
CDC16_1863.31,CDC16,2228,1089
TRIM55_1647.204,TRIM55,2078,1017
TRIB2_PKc_E3_361.22,TRIB2,1476,827
ASB17_888.34,ASB17,2400,957
ZNF71_E3_1110.89,ZNF71,674,372
XBP1_E2_97.1,XBP1,1172,494
NR2C2_E6_180.12,NR2C2,914,554
KCNB2_BTB37136_E1_2736.3,KCNB2,2046,1260
TRIM46_2280.5,TRIM46,1772,1215
DPP10_2403.119,DPP10,2196,865
UQCRC1_1443.215,UQCRC1,1290,558
UHRF1_10,UHRF1,504,241
FBXW4_1239.93,FBXW4,980,432
PDZRN3_3201.18,PDZRN3,484,359
DRGX_E4_102.1,DRGX,748,311
UBE2K_603.0,UBE2K,1182,477
KMT2C_ePhd1_E6_110.4,KMT2C,1154,538
RNF207_1905.264,RNF207,612,416
PCGF1_780.87,PCGF1,928,617
ZFP36_999.178,ZFP36,540,349
DPP3_2214.246,DPP3,166,46
INSRR_PKc_E22_82.7,INSRR,1360,681
SPIN1_Spinlin214258_E1_789.46,SPIN1,1566,537
ASB18_1401.178,ASB18,1060,544
INSM2_E1_852.161,INSM2,2114,2070
KDM4B_tudor9751030_E1_3291.27,KDM4B,1050,353
BTBD8_BTB48121_E1_1137.25,BTBD8,932,291
KAT7_E4_37.1,KAT7,1544,877
ADAMTS14_3681.703,ADAMTS14,1534,725
TLK1_PKc_E15_92,TLK1,838,337
TRIM33_BD_e18_153.5,TRIM33,1854,1101
MORC3_CW408446_E1_2820.171,MORC3,1144,390
BTBD11_BTB9151022_E1_3315.291,BTBD11,1288,764
EIF2AK4_PKc2_E13_70,EIF2AK4,854,244
MYC_E3_171.5,MYC,734,378
PATZ1_BTB30159_E1_2064.45,PATZ1,774,779
FBXO18_3285.76,FBXO18,358,117
ANAPC11_255.34,ANAPC11,1154,499
TRIM71_2607.492,TRIM71,304,136
PBX2_E5_136.12,PBX2,730,449
ZBTB14_BTB26132_E1_1350.3,ZBTB14,1588,1094
PAX1_E2_384.11,PAX1,568,186
HIC1_E2_243.8,HIC1,1964,1408
F2_1869.126,F2,2914,1562
ZFP3_E2_1071.25,ZFP3,1458,683
DCAF1_19,DCAF1,1424,405
BAZ1B_Phd_E15_113.8,BAZ1B,910,477
PRKD2_PKc_E12_64,PRKD2,870,412
SCRT2_E2_156.2,SCRT2,800,526
ARID5A_E5_98.7,ARID5A,1164,1046
ZNF827_E3_173.10,ZNF827,1828,909
TIE1_PKc_E18_114.6,TIE1,756,248
EPHB4_PKc_E12_248.35,EPHB4,460,287
ROCK2_PKc_E4_138,ROCK2,2014,1385
DPP8_2697.135,DPP8,1906,885
RNF224_471.89,RNF224,938,400
PGC_948.118,PGC,1548,930
BTBD19_BTB30123_E1_876.159,BTBD19,2146,1190
KBTBD13_BTB13101_E1_1377.19,KBTBD13,282,100
RNF217_1629.168,RNF217,1608,1208
TRIM17_1434.279,TRIM17,1556,1082
FBXW4_1239.27,FBXW4,958,426
RFPL4A_5,RFPL4A,684,496
DMPK_PKc_E2_84.9,DMPK,1544,860
MKNK1_PKc_E7_105.6,MKNK1,406,315
STK40_PKc_E6_53.1,STK40,1258,433
AK2_PKc_E6_159.21,AK2,396,284
RNF213_15624.74,RNF213,904,632
MAP2K7_PKc_E7_108.1,MAP2K7,1074,436
MYCN_E3_180.21,MYCN,228,71
LMX1B_E4_84.2,LMX1B,2156,917
SIK2_PKc_E3_64.2,SIK2,1108,463
UHRF1_3,UHRF1,944,676
HOXC6_E2_177.14,HOXC6,698,476
ZBTB42_E1_159.11,ZBTB42,140,33
KMT2A_CXXC11471194_E1_11919.127,KMT2A,1150,611
FBXW12_1395.9,FBXW12,2100,1050
SPEG_PKc1_E25_179.16,SPEG,662,390
MKNK1_PKc_E5_80.3,MKNK1,112,10
KIAA2018_E6_60.3,KIAA2018,1504,522
ZNF311_E7_1152.56,ZNF311,1516,787
TRIM56_2268.3,TRIM56,1288,719
RAB40C_846.107,RAB40C,1158,895
SNRK_PKc_E4_142.6,SNRK,808,592
STK31_tudor31147_E1_3060.16,STK31,1898,813
BHLHE22_E1_174.0,BHLHE22,1368,715
MBTD1_MBT262352_E1_1887.132,MBTD1,378,319
HNF1A_E4_106.8,HNF1A,726,348
MID2_2208.257,MID2,790,477
CDK2_PKc_E6_204.3,CDK2,888,470
MARK2_PKc_E8_237.18,MARK2,1066,377
CDC7_PKc_E6_143.7,CDC7,380,110
TNK1_PKc_E7_271.2,TNK1,1184,749
FEZF1_E3_133.8,FEZF1,1814,1100
KDM7A_Phd_E2_70.0,KDM7A,1500,994
ABL2_PKc_E5_120.8,ABL2,508,145
ZFP64_E5_252.15,ZFP64,2922,1669
GCK_PKc_E2_163.12,GCK,820,572
ZIC3_E1_118.1,ZIC3,2794,1838
PRDM1_E7_180.21,PRDM1,1034,456
TRIM56_2268.541,TRIM56,914,452
HTRA3_1362.52,HTRA3,2920,1718
POU4F1_E2_177.16,POU4F1,636,297
ANAPC4_2430.6,ANAPC4,656,228
ZNF775_E3_1254.128,ZNF775,814,338
CTSH_1008.133,CTSH,690,284
ASB11_972.62,ASB11,2004,1273
FBXO22_1212.8,FBXO22,1480,975
MEST_981.103,MEST,1034,486
CXXC1_Phd_E3_97.14,CXXC1,542,386
PDGFRA_PKc_E17_116.3,PDGFRA,1386,783
FBXO3_1416.122,FBXO3,2794,2008
MYO3A_PKc_E8_146.14,MYO3A,632,310
ACVR1B_PKc_E4_193.4,ACVR1B,868,446
EZH1_e17_96.3,EZH1,1214,593
UBE2D2_444.12,UBE2D2,2062,786
CPQ_1419.54,CPQ,1500,754
SETD6_e4_118.10,SETD6,836,331
NACC2_BTB20120_E1_1764.362,NACC2,790,552
EHMT2_e25_176.13,EHMT2,1344,833
KCNA5_BTB122213_E1_1842.35,KCNA5,776,629
GRK4_PKc_E9_191.15,GRK4,1122,497
KLHL31_BTB63165_E1_1905.211,KLHL31,1760,511
CXXC4_CXXC301341_E1_1104.116,CXXC4,838,363
MSH6_PWWP88195_E1_4083.418,MSH6,2186,1034
DMRT1_E1_141.12,DMRT1,1314,648
NEK6_PKc_E4_108.12,NEK6,378,243
NACC2_BTB20120_E1_1764.15,NACC2,1178,649
MMP24_1938.304,MMP24,1118,476
ZMYND11_PWWP272353_E1_1809.53,ZMYND11,1264,539
DLX5_E2_129.9,DLX5,478,249
KLHL38_BTB24131_E1_1746.284,KLHL38,1246,953
MAP2K7_PKc_E6_120,MAP2K7,656,382
